graph_id,neato_xing,sfdp_xing,smartgd_xing,diff_gd_xing
grafo8300.84,55,54,56.0,43
grafo9213.77,115,100,100.0,93
grafo4887.78,40,29,50.0,33
grafo2704.25,3,3,5.0,2
grafo10674.99,134,138,143.0,99
grafo9571.67,12,7,13.0,11
grafo2372.16,2,3,1.0,0
grafo6165.43,11,12,12.0,11
grafo11556.36,6,4,6.0,4
grafo8140.72,52,44,48.0,40
grafo9643.62,11,15,13.0,7
grafo7379.43,16,13,11.0,11
grafo9801.69,26,29,36.0,18
grafo5128.37,7,11,8.0,7
grafo10969.98,99,99,107.0,84
grafo8102.82,93,81,90.0,73
grafo5424.34,8,3,8.0,4
grafo3760.56,11,11,11.0,10
grafo4983.77,43,43,44.0,31
grafo10677.95,89,84,77.0,72
grafo9362.98,169,159,145.0,129
grafo8319.61,52,31,41.0,44
grafo4183.60,21,22,23.0,18
grafo2051.25,0,0,0.0,0
grafo209.10,0,0,0.0,0
grafo3802.41,24,27,25.0,19
grafo3881.39,40,41,33.0,39
grafo2690.41,17,16,20.0,12
grafo4756.51,24,23,26.0,14
grafo1315.29,1,0,1.0,0
grafo8527.67,24,27,32.0,20
grafo8718.97,70,64,59.0,55
grafo7332.49,93,85,88.0,78
grafo10395.36,6,6,7.0,5
grafo10392.94,106,89,101.0,90
grafo3361.44,9,6,11.0,8
grafo3061.32,13,11,18.0,11
grafo4827.55,34,28,30.0,25
grafo2296.15,2,3,2.0,2
grafo1369.23,1,2,1.0,0
grafo7162.44,12,13,12.0,10
grafo5775.45,38,37,31.0,28
grafo7969.78,35,34,38.0,26
grafo5817.42,27,21,22.0,19
grafo8214.94,72,75,72.0,59
grafo5230.69,85,83,86.0,72
grafo5137.59,52,62,55.0,44
grafo10523.97,128,119,130.0,109
grafo9199.77,82,64,74.0,65
grafo2991.32,7,7,8.0,6
grafo5258.36,11,8,10.0,7
grafo9154.66,94,80,71.0,73
grafo1747.19,8,6,7.0,8
grafo801.13,0,0,0.0,0
grafo9636.76,33,39,32.0,28
grafo9409.86,69,68,89.0,49
grafo2837.25,1,0,0.0,1
grafo5766.46,50,43,41.0,34
grafo1116.16,1,0,0.0,1
grafo7532.51,31,31,24.0,24
grafo442.12,0,0,0.0,0
grafo3840.45,17,21,16.0,15
grafo8245.83,44,40,46.0,34
grafo2773.14,2,1,1.0,2
grafo8288.82,35,28,36.0,28
grafo745.32,4,2,2.0,3
grafo2086.39,32,25,25.0,25
grafo3406.37,9,21,11.0,6
grafo9147.75,91,81,84.0,69
grafo4578.63,36,34,35.0,25
grafo10890.34,0,2,1.0,0
grafo6645.47,78,77,77.0,71
grafo6688.46,26,45,26.0,24
grafo7973.75,146,158,170.0,125
grafo2994.41,9,12,10.0,8
grafo11014.100,102,96,106.0,86
grafo3769.48,21,16,17.0,16
grafo6927.50,22,31,22.0,18
grafo5203.33,2,2,2.0,2
grafo8272.83,99,92,96.0,85
grafo9170.65,65,62,77.0,57
grafo2676.22,1,0,0.0,1
grafo7714.44,59,49,55.0,42
grafo3416.38,8,6,6.0,7
grafo3486.53,11,10,12.0,8
grafo10864.99,125,120,109.0,98
grafo11163.38,16,16,15.0,13
grafo4189.62,74,62,73.0,53
grafo6022.61,36,32,39.0,31
grafo6890.71,99,93,106.0,77
grafo6195.40,5,5,6.0,4
grafo3398.59,43,56,46.0,37
grafo4989.75,37,33,37.0,27
grafo2107.31,4,5,4.0,2
grafo2589.26,9,10,8.0,7
grafo858.23,1,1,1.0,1
grafo8865.100,105,131,106.0,81
grafo7076.44,10,12,11.0,8
grafo1835.11,2,2,2.0,2
grafo6753.62,57,56,66.0,51
grafo5231.40,24,20,18.0,20
grafo1321.25,0,0,0.0,0
grafo5092.52,24,19,23.0,19
grafo3374.38,3,2,3.0,2
grafo1897.19,0,0,0.0,0
grafo4514.66,20,19,21.0,15
grafo993.18,1,0,0.0,1
grafo10687.96,72,92,74.0,65
grafo11578.37,2,6,3.0,2
grafo5368.35,11,10,11.0,8
grafo234.12,1,1,1.0,1
grafo4485.61,28,26,27.0,18
grafo8291.77,114,97,108.0,89
grafo1542.49,7,5,6.0,7
grafo2130.31,1,1,2.0,0
grafo9943.38,11,12,10.0,9
grafo3961.70,40,39,41.0,30
grafo10867.95,117,127,111.0,100
grafo7041.44,4,8,4.0,3
grafo5719.40,35,40,32.0,29
grafo11176.100,134,98,121.0,105
grafo3421.38,19,18,16.0,14
grafo4009.43,15,12,12.0,11
grafo9649.70,18,20,19.0,10
grafo1024.20,1,1,0.0,0
grafo5969.38,5,10,5.0,5
grafo10437.97,69,55,64.0,57
grafo4717.59,45,36,44.0,32
grafo1244.26,0,1,0.0,0
grafo6972.40,4,4,4.0,3
grafo2585.16,0,0,0.0,0
grafo9697.62,36,58,38.0,33
grafo7723.54,14,20,12.0,12
grafo5656.45,36,29,35.0,30
grafo681.35,13,15,13.0,12
grafo7373.41,24,16,23.0,19
grafo3970.56,38,42,38.0,36
grafo9219.65,46,38,41.0,35
grafo7650.37,8,12,9.0,7
grafo1265.46,17,8,5.0,15
grafo3783.46,13,9,9.0,11
grafo7550.51,27,23,29.0,22
grafo4381.82,92,91,98.0,70
grafo5309.39,6,1,5.0,3
grafo6253.41,2,1,3.0,1
grafo11660.34,1,1,3.0,0
grafo5129.53,41,28,36.0,34
grafo7926.75,32,27,33.0,26
grafo870.10,0,0,0.0,0
grafo6424.78,31,37,31.0,25
grafo5361.76,72,64,75.0,58
grafo7113.57,33,34,33.0,26
grafo9605.85,92,76,74.0,72
grafo2678.37,2,2,2.0,2
grafo8276.60,14,13,14.0,9
grafo9708.70,38,35,37.0,32
grafo5712.36,2,2,3.0,2
grafo7709.42,16,22,17.0,13
grafo3638.57,25,28,22.0,21
grafo9884.33,2,1,2.0,1
grafo8915.91,38,48,41.0,28
grafo6627.57,44,65,45.0,35
grafo6497.46,15,13,27.0,14
grafo6484.45,3,2,5.0,2
grafo7038.84,78,66,69.0,57
grafo1273.26,1,1,0.0,0
grafo119.24,3,3,5.0,2
grafo3268.42,15,12,14.0,10
grafo4498.77,51,61,57.0,42
grafo701.14,1,1,2.0,1
grafo5590.44,5,4,3.0,4
grafo2482.15,2,0,0.0,2
grafo3815.55,35,39,38.0,31
grafo11663.38,17,23,17.0,13
grafo6277.42,28,34,25.0,24
grafo1057.16,0,1,0.0,0
grafo3547.37,0,1,2.0,0
grafo7880.62,24,28,23.0,17
grafo10676.100,99,72,88.0,71
grafo5600.59,27,27,33.0,23
grafo3949.53,41,26,25.0,30
grafo975.36,11,15,12.0,9
grafo3225.37,23,17,19.0,18
grafo1862.24,1,1,1.0,1
grafo9282.68,20,19,18.0,16
grafo7326.41,6,8,6.0,4
grafo7471.64,14,12,18.0,12
grafo3647.41,25,28,30.0,19
grafo7539.37,11,19,10.0,8
grafo1591.52,6,7,10.0,6
grafo5240.43,17,20,17.0,13
grafo7311.41,1,1,1.0,1
grafo7821.76,64,46,63.0,50
grafo7021.71,34,30,36.0,26
grafo6704.47,10,14,10.0,9
grafo2174.17,0,0,0.0,0
grafo8801.91,126,122,124.0,101
grafo6712.37,0,2,0.0,0
grafo838.16,0,0,0.0,0
grafo2152.21,0,0,0.0,0
grafo5768.43,2,2,2.0,2
grafo5319.36,3,4,3.0,2
grafo5161.45,57,57,56.0,51
grafo11278.37,8,9,9.0,3
grafo5338.46,14,12,14.0,10
grafo4216.53,30,24,27.0,24
grafo7912.79,76,61,62.0,60
grafo3321.38,21,28,18.0,15
grafo10471.94,54,44,54.0,43
grafo6370.51,54,57,65.0,47
grafo8825.92,78,66,76.0,65
grafo9184.61,51,43,53.0,38
grafo8147.69,22,23,27.0,18
grafo256.12,0,0,0.0,0
grafo10706.37,7,2,2.0,6
grafo338.15,0,0,0.0,0
grafo9844.82,46,24,33.0,38
grafo6733.57,6,13,5.0,4
grafo7959.73,60,49,47.0,42
grafo3670.41,18,23,23.0,16
grafo1874.36,16,19,14.0,12
grafo10821.96,33,37,37.0,25
grafo7908.80,86,83,86.0,64
grafo10313.94,47,49,44.0,41
grafo8378.99,115,71,79.0,94
grafo2494.17,1,1,1.0,1
grafo3220.36,12,13,11.0,7
grafo1355.27,3,6,3.0,2
grafo5515.43,42,45,45.0,32
grafo5534.41,9,7,8.0,8
grafo9519.65,19,18,23.0,16
grafo2946.11,0,1,0.0,0
grafo6070.45,31,28,23.0,25
grafo5627.34,7,3,5.0,7
grafo5483.60,15,11,12.0,9
grafo2971.11,0,1,0.0,0
grafo6042.36,3,3,4.0,3
grafo9924.39,13,13,15.0,13
grafo7760.46,5,3,7.0,2
grafo8766.87,73,80,71.0,61
grafo1247.58,7,12,7.0,5
grafo8158.81,99,81,76.0,82
grafo6075.36,21,27,26.0,18
grafo2388.28,2,1,1.0,2
grafo3570.55,8,9,9.0,7
grafo4258.58,24,21,24.0,23
grafo11383.38,2,3,4.0,2
grafo781.12,0,0,0.0,0
grafo8175.78,20,18,24.0,18
grafo4728.51,8,7,9.0,5
grafo154.33,0,0,2.0,0
grafo10503.100,62,55,61.0,49
grafo7438.39,4,3,2.0,3
grafo3886.40,13,6,11.0,10
grafo2957.37,22,25,18.0,20
grafo6899.40,2,2,2.0,2
grafo9685.83,120,99,117.0,91
grafo11013.35,9,8,9.0,8
grafo9939.96,31,31,40.0,25
grafo427.26,4,2,5.0,3
grafo1523.27,8,6,14.0,5
grafo9123.68,88,105,98.0,70
grafo3666.53,114,158,113.0,92
grafo2424.35,4,3,4.0,3
grafo2398.37,9,9,9.0,8
grafo10483.34,10,12,12.0,9
grafo4391.56,27,22,27.0,16
grafo4132.54,9,9,8.0,9
grafo2209.20,6,16,7.0,4
grafo1960.26,2,1,3.0,1
grafo4110.38,14,16,14.0,10
grafo7757.56,7,6,4.0,4
grafo363.10,1,1,1.0,1
grafo7465.43,18,28,20.0,17
grafo1241.27,9,4,11.0,4
grafo11211.33,0,0,0.0,0
grafo8700.74,31,32,31.0,24
grafo5420.41,0,4,1.0,0
grafo8751.87,42,36,42.0,35
grafo10287.92,27,24,26.0,19
grafo9120.64,59,53,59.0,39
grafo10378.100,35,37,35.0,30
grafo6939.38,16,14,15.0,10
grafo9762.78,54,61,57.0,46
grafo1530.24,0,0,0.0,0
grafo425.13,2,1,2.0,2
grafo9881.32,2,0,0.0,2
grafo3003.40,4,7,6.0,4
grafo8493.75,27,33,35.0,26
grafo6615.46,25,21,25.0,21
grafo8623.74,37,33,32.0,26
grafo11214.40,10,10,8.0,4
grafo6038.53,12,17,12.0,12
grafo5377.74,78,70,77.0,64
grafo2400.26,18,27,16.0,13
grafo8081.80,47,51,45.0,37
grafo2970.38,11,11,10.0,9
grafo6261.40,17,20,24.0,15
grafo347.13,0,0,0.0,0
grafo3400.93,85,89,85.0,63
grafo10795.32,1,4,4.0,1
grafo2362.36,21,19,23.0,17
grafo2449.19,2,3,3.0,2
grafo9042.98,69,74,71.0,58
grafo11589.32,4,8,9.0,4
grafo1388.29,3,4,4.0,2
grafo3981.43,10,7,11.0,6
grafo5234.41,7,9,7.0,5
grafo9287.69,31,27,32.0,27
grafo2646.16,8,9,8.0,7
grafo7834.78,65,52,65.0,51
grafo8165.77,79,70,81.0,53
grafo1767.32,5,8,6.0,4
grafo11587.37,9,7,9.0,7
grafo8014.88,95,78,80.0,71
grafo4296.55,18,13,19.0,13
grafo8215.92,77,80,79.0,58
grafo10560.95,160,149,184.0,118
grafo7711.45,9,3,6.0,6
grafo6990.46,10,10,7.0,8
grafo6190.41,6,7,5.0,5
grafo575.25,3,2,3.0,2
grafo1471.24,0,1,0.0,0
grafo2310.39,25,22,26.0,18
grafo8467.71,44,48,43.0,36
grafo7430.43,56,58,61.0,48
grafo4511.77,53,47,55.0,42
grafo3504.35,14,16,14.0,8
grafo9734.64,29,28,34.0,24
grafo358.30,1,1,1.0,1
grafo9377.72,61,61,72.0,49
grafo8425.81,44,53,39.0,37
grafo3954.37,15,11,16.0,11
grafo8198.99,120,121,110.0,96
grafo8704.97,52,48,51.0,41
grafo661.16,0,1,0.0,0
grafo10350.96,57,54,57.0,46
grafo2221.13,0,0,0.0,0
grafo1014.14,1,0,0.0,0
grafo4469.62,29,37,26.0,23
grafo10109.95,81,77,67.0,65
grafo7735.46,24,17,17.0,21
grafo10367.96,83,116,87.0,71
grafo5599.65,40,53,38.0,27
grafo1878.16,0,0,0.0,0
grafo7298.41,23,20,20.0,14
grafo8390.69,52,37,35.0,39
grafo3064.23,0,0,0.0,0
grafo10898.95,128,130,119.0,96
grafo7198.37,16,9,12.0,10
grafo7871.77,75,76,77.0,63
grafo10536.99,155,150,131.0,129
grafo8851.90,66,52,55.0,49
grafo3549.40,31,31,29.0,26
grafo3526.49,35,31,40.0,28
grafo1078.11,0,0,0.0,0
grafo4165.61,23,21,19.0,16
grafo6419.45,17,21,15.0,13
grafo11493.37,21,19,18.0,16
grafo2498.27,10,3,1.0,8
grafo7221.99,107,137,126.0,92
grafo9700.68,41,29,33.0,32
grafo11318.35,15,6,10.0,14
grafo9662.84,73,87,76.0,47
grafo1671.17,0,0,0.0,0
grafo11316.99,97,77,83.0,70
grafo6752.39,8,11,8.0,8
grafo325.13,0,0,0.0,0
grafo2032.23,3,2,4.0,2
grafo4405.77,43,37,48.0,32
grafo3845.54,43,43,40.0,31
grafo4898.64,46,42,54.0,42
grafo3119.55,42,49,45.0,35
grafo7952.77,60,30,40.0,46
grafo6980.59,29,29,33.0,24
grafo1662.14,1,1,1.0,0
grafo3710.43,10,12,9.0,10
grafo10668.99,67,70,64.0,58
grafo1135.21,0,1,0.0,0
grafo5466.42,23,24,22.0,16
grafo10785.94,120,112,91.0,95
grafo3051.20,2,1,1.0,2
grafo5477.42,5,6,8.0,3
grafo3243.39,27,20,17.0,22
grafo1698.33,8,11,8.0,7
grafo7070.59,33,32,24.0,28
grafo6112.36,10,6,8.0,8
grafo11203.100,81,75,84.0,68
grafo2030.30,17,17,18.0,14
grafo268.15,0,0,0.0,0
grafo4713.61,54,58,52.0,41
grafo2628.10,1,0,0.0,0
grafo4918.55,17,14,15.0,14
grafo327.10,0,0,0.0,0
grafo8544.61,18,28,21.0,14
grafo8107.77,66,71,62.0,51
grafo3842.34,2,4,5.0,1
grafo508.20,1,1,0.0,1
grafo4423.77,32,31,33.0,27
grafo6987.39,2,3,2.0,1
grafo8277.82,98,84,92.0,73
grafo2185.24,2,0,0.0,1
grafo6201.53,33,39,33.0,25
grafo7623.45,26,27,25.0,19
grafo1232.27,2,4,2.0,2
grafo4091.99,139,108,113.0,102
grafo2269.23,2,2,1.0,2
grafo4374.52,33,30,34.0,25
grafo9534.71,44,55,45.0,36
grafo11381.92,101,107,95.0,78
grafo6448.80,19,30,19.0,13
grafo8258.78,62,64,59.0,45
grafo5893.38,24,17,17.0,18
grafo499.37,15,7,8.0,10
grafo3298.58,21,29,23.0,20
grafo9153.74,70,64,65.0,52
grafo7535.43,21,21,26.0,17
grafo5992.44,49,51,50.0,40
grafo2313.13,0,0,0.0,0
grafo8562.61,30,20,28.0,21
grafo2762.76,43,48,42.0,26
grafo2014.23,3,2,2.0,3
grafo11341.33,0,0,1.0,0
grafo10930.100,83,96,78.0,62
grafo9073.68,25,29,23.0,19
grafo10298.97,165,127,147.0,126
grafo2905.47,1,1,2.0,1
grafo2394.31,1,1,1.0,1
grafo8601.87,190,188,151.0,165
grafo8732.88,43,34,39.0,31
grafo2893.16,2,0,0.0,2
grafo5670.37,1,1,1.0,0
grafo1538.68,28,25,24.0,18
grafo5663.34,4,5,4.0,4
grafo7055.55,35,32,29.0,27
grafo9957.39,9,7,13.0,6
grafo4616.61,28,33,28.0,16
grafo8612.84,118,99,97.0,99
grafo10028.96,118,100,106.0,93
grafo6006.36,9,8,8.0,5
grafo10974.97,66,58,70.0,53
grafo10366.99,93,100,95.0,75
grafo220.13,1,4,1.0,1
grafo1994.14,1,1,1.0,1
grafo6968.44,32,27,31.0,27
grafo1752.21,5,3,6.0,3
grafo5563.42,8,12,8.0,8
grafo9632.68,44,49,44.0,34
grafo3256.45,12,22,18.0,11
grafo2550.26,2,2,2.0,2
grafo9482.79,32,34,35.0,26
grafo5879.36,4,2,3.0,3
grafo5664.72,25,30,25.0,22
grafo5588.75,36,28,31.0,25
grafo2935.11,0,1,0.0,0
grafo5225.41,18,14,19.0,15
grafo7713.46,35,41,48.0,22
grafo2091.34,13,9,10.0,10
grafo7432.40,8,4,4.0,6
grafo8611.88,45,36,50.0,40
grafo8131.78,93,67,84.0,69
grafo1618.47,6,7,4.0,5
grafo9471.92,62,55,59.0,49
grafo7911.88,64,56,62.0,53
grafo4500.77,35,28,33.0,27
grafo8840.90,75,73,74.0,59
grafo11094.98,94,91,89.0,67
grafo1457.24,0,0,0.0,0
grafo9853.36,2,2,5.0,1
grafo699.14,0,0,0.0,0
grafo10799.34,3,7,4.0,3
grafo4535.52,10,10,17.0,8
grafo7490.48,38,39,37.0,25
grafo10352.95,43,49,44.0,35
grafo8307.72,64,58,53.0,48
grafo4262.77,64,67,60.0,51
grafo936.12,0,0,0.0,0
grafo3536.60,20,22,21.0,18
grafo5210.74,26,32,26.0,21
grafo5104.57,34,22,30.0,23
grafo9478.78,48,28,30.0,38
grafo9229.77,21,22,21.0,19
grafo4101.91,89,78,89.0,71
grafo10754.35,2,0,0.0,1
grafo1326.27,1,1,1.0,0
grafo11548.35,8,8,9.0,8
grafo2867.12,0,2,1.0,0
grafo1160.17,5,4,3.0,5
grafo6951.41,11,6,9.0,8
grafo10711.93,67,53,59.0,60
grafo8169.61,34,46,34.0,27
grafo10124.100,169,176,149.0,139
grafo10430.95,49,48,37.0,36
grafo2705.15,0,0,0.0,0
grafo10838.37,5,5,9.0,5
grafo6992.45,17,17,16.0,13
grafo8818.89,83,76,76.0,58
grafo11378.36,11,11,9.0,9
grafo6170.36,3,1,3.0,3
grafo1354.28,7,6,8.0,6
grafo684.12,1,2,2.0,1
grafo9628.81,57,54,63.0,50
grafo10060.90,51,44,54.0,38
grafo1493.66,13,12,14.0,9
grafo2659.13,0,0,0.0,0
grafo1957.10,3,1,0.0,1
grafo7123.45,24,29,24.0,18
grafo9706.88,84,81,74.0,61
grafo3763.53,25,22,28.0,19
grafo361.13,0,0,0.0,0
grafo10200.96,45,46,49.0,34
grafo8204.82,42,39,42.0,35
grafo10932.94,54,53,49.0,44
grafo10812.98,71,61,70.0,52
grafo592.14,0,0,0.0,0
grafo9049.61,44,55,34.0,36
grafo7544.40,13,13,21.0,11
grafo7689.37,6,1,1.0,5
grafo10921.97,87,76,81.0,77
grafo6737.49,19,16,18.0,16
grafo4314.67,84,94,94.0,61
grafo7739.40,4,4,4.0,3
grafo4390.59,52,53,55.0,40
grafo1521.24,6,15,12.0,2
grafo4762.54,14,20,10.0,10
grafo6166.46,30,33,24.0,24
grafo722.15,0,1,0.0,0
grafo5005.82,60,45,49.0,42
grafo10105.93,131,139,116.0,112
grafo5710.47,15,18,18.0,14
grafo11118.99,57,53,64.0,48
grafo7676.45,26,24,25.0,23
grafo8070.68,63,50,57.0,53
grafo2267.36,25,25,15.0,19
grafo5586.60,34,40,45.0,26
grafo1128.11,0,0,0.0,0
grafo11311.40,6,11,6.0,5
grafo10224.95,108,94,100.0,84
grafo9131.74,68,57,70.0,46
grafo4307.64,19,22,18.0,12
grafo3466.56,33,31,30.0,22
grafo1469.67,10,9,8.0,7
grafo10825.98,144,123,125.0,106
grafo7783.84,57,51,45.0,48
grafo1147.18,0,1,0.0,0
grafo8143.77,28,33,29.0,22
grafo6888.40,5,1,2.0,3
grafo2155.33,3,3,3.0,3
grafo7474.43,20,8,10.0,13
grafo4555.77,27,27,26.0,25
grafo7037.45,16,24,18.0,13
grafo8153.78,74,70,63.0,62
grafo865.28,1,7,2.0,0
grafo8680.73,39,38,39.0,28
grafo4130.57,30,38,31.0,18
grafo3068.35,20,18,16.0,19
grafo9650.78,80,73,72.0,60
grafo2274.35,6,2,5.0,3
grafo7294.57,19,15,14.0,12
grafo1073.51,19,22,26.0,15
grafo1373.27,2,2,1.0,1
grafo954.12,0,0,0.0,0
grafo5786.43,11,14,10.0,8
grafo1389.26,0,0,0.0,0
grafo8281.85,60,58,69.0,52
grafo2626.15,2,2,2.0,2
grafo999.13,0,0,0.0,0
grafo6549.45,13,16,12.0,10
grafo2967.47,6,12,6.0,5
grafo2944.12,1,0,0.0,1
grafo8740.87,82,71,67.0,70
grafo3131.40,13,9,7.0,11
grafo5784.66,26,31,26.0,22
grafo10314.96,85,83,88.0,63
grafo2189.14,0,0,0.0,0
grafo11539.36,4,4,4.0,4
grafo3092.24,0,1,0.0,0
grafo8673.98,121,116,124.0,108
grafo6061.45,13,8,11.0,7
grafo5247.33,2,2,3.0,2
grafo153.21,16,12,9.0,11
grafo6623.59,21,17,20.0,19
grafo9378.68,10,9,14.0,10
grafo9053.100,51,50,53.0,37
grafo6403.41,12,11,15.0,10
grafo3236.60,28,26,32.0,25
grafo4643.71,28,23,26.0,22
grafo10773.93,101,91,91.0,80
grafo7789.62,61,65,52.0,47
grafo1700.15,0,1,0.0,0
grafo2513.24,2,2,4.0,2
grafo724.18,0,0,0.0,0
grafo7300.41,21,18,22.0,19
grafo966.13,0,0,0.0,0
grafo9754.67,56,52,53.0,45
grafo11271.99,130,126,137.0,99
grafo617.17,2,1,1.0,1
grafo5175.36,3,12,5.0,2
grafo8297.87,113,112,124.0,88
grafo9186.62,52,41,47.0,37
grafo9930.38,13,8,4.0,10
grafo8156.69,20,17,16.0,14
grafo4891.63,43,29,35.0,33
grafo10741.92,150,122,129.0,130
grafo4069.50,18,18,21.0,12
grafo140.22,0,1,0.0,0
grafo1062.15,1,0,0.0,1
grafo6361.41,24,35,23.0,21
grafo1044.23,0,1,0.0,0
grafo3618.38,15,17,15.0,14
grafo9817.62,36,41,35.0,29
grafo8389.71,15,15,15.0,10
grafo9336.63,40,48,39.0,36
grafo8648.73,66,56,62.0,48
grafo1175.19,2,1,1.0,2
grafo7807.76,30,21,37.0,21
grafo3106.32,6,5,5.0,4
grafo483.15,3,3,1.0,3
grafo3084.36,0,0,1.0,0
grafo6077.47,7,2,3.0,5
grafo1711.33,16,13,14.0,13
grafo9846.81,87,86,86.0,72
grafo7455.41,42,24,33.0,34
grafo606.21,4,4,4.0,4
grafo2605.32,12,14,15.0,9
grafo6436.74,46,32,39.0,30
grafo5142.36,9,16,14.0,7
grafo9020.65,46,53,53.0,41
grafo951.13,1,1,1.0,1
grafo4878.61,28,15,23.0,20
grafo2974.36,7,7,8.0,5
grafo263.11,0,0,0.0,0
grafo3927.45,14,11,15.0,13
grafo1702.30,2,6,3.0,2
grafo8284.84,97,106,102.0,80
grafo2343.12,0,0,0.0,0
grafo11082.33,2,1,2.0,1
grafo7194.53,24,25,28.0,21
grafo1271.25,5,2,5.0,2
grafo3262.92,114,101,108.0,89
grafo1950.24,1,0,0.0,0
grafo6559.38,1,1,1.0,1
grafo7745.38,2,3,2.0,2
grafo5152.39,8,10,8.0,5
grafo10730.38,5,5,6.0,4
grafo9820.62,54,42,51.0,38
grafo5731.45,46,43,34.0,32
grafo11009.98,71,61,67.0,51
grafo3143.94,83,79,76.0,64
grafo1165.16,10,4,6.0,6
grafo2350.11,0,0,0.0,0
grafo4489.77,59,48,67.0,43
grafo1568.69,20,22,26.0,18
grafo8162.75,52,47,38.0,40
grafo9895.33,0,0,0.0,0
grafo2073.32,0,0,0.0,0
grafo5840.41,35,26,30.0,26
grafo8521.73,35,15,29.0,26
grafo5734.36,36,18,24.0,28
grafo7297.39,46,29,28.0,36
grafo9741.69,32,41,38.0,28
grafo8000.99,124,108,102.0,95
grafo888.12,0,0,0.0,0
grafo1616.30,3,3,3.0,3
grafo8991.99,129,109,135.0,107
grafo2228.14,0,0,0.0,0
grafo3320.37,3,6,6.0,1
grafo712.21,5,4,3.0,4
grafo6582.49,14,21,15.0,10
grafo10574.94,109,119,99.0,77
grafo4104.39,30,33,27.0,25
grafo5649.40,2,0,0.0,2
grafo3012.32,4,5,5.0,3
grafo8383.87,66,46,65.0,49
grafo5363.75,55,60,65.0,47
grafo5077.56,38,37,36.0,33
grafo2593.40,14,15,13.0,11
grafo8058.80,67,55,64.0,54
grafo9384.64,46,73,44.0,45
grafo10205.97,176,168,188.0,138
grafo7582.45,11,5,5.0,9
grafo7937.75,36,28,38.0,25
grafo6003.37,22,17,20.0,16
grafo4293.62,14,12,16.0,12
grafo3253.44,4,5,6.0,4
grafo5547.33,1,1,1.0,0
grafo4278.55,10,12,13.0,9
grafo225.12,7,4,3.0,6
grafo6380.39,5,5,6.0,5
grafo3833.55,11,17,16.0,10
grafo9438.76,50,36,41.0,36
grafo1757.20,0,0,0.0,0
grafo9688.67,19,17,21.0,18
grafo6508.62,10,7,12.0,7
grafo4339.55,8,4,11.0,8
grafo9469.85,33,26,33.0,27
grafo10538.100,134,119,129.0,109
grafo2418.17,2,2,1.0,2
grafo6017.62,60,54,52.0,40
grafo5390.37,3,3,3.0,2
grafo5566.43,20,17,17.0,17
grafo2667.22,0,0,0.0,0
grafo9856.37,10,9,10.0,8
grafo11290.93,76,79,75.0,60
grafo6310.42,37,37,40.0,29
grafo5540.75,45,32,39.0,36
grafo3373.48,53,50,52.0,42
grafo3531.54,50,43,49.0,38
grafo1002.20,0,0,0.0,0
grafo2237.27,3,6,3.0,3
grafo1335.56,36,30,31.0,31
grafo1323.26,2,0,2.0,2
grafo3784.36,7,11,12.0,7
grafo2304.38,15,15,16.0,13
grafo4162.63,26,37,27.0,20
grafo4064.59,8,5,12.0,6
grafo9919.32,0,1,1.0,0
grafo1675.19,1,0,0.0,1
grafo4155.63,8,10,13.0,8
grafo3264.54,17,16,18.0,15
grafo2314.27,6,8,3.0,4
grafo7067.44,12,10,11.0,10
grafo4487.62,60,46,63.0,47
grafo11593.36,27,28,40.0,26
grafo5282.58,39,33,46.0,30
grafo2390.19,1,2,1.0,0
grafo453.12,0,0,0.0,0
grafo3524.38,2,1,2.0,2
grafo9590.74,65,61,52.0,49
grafo5981.35,6,8,4.0,4
grafo4637.63,55,43,43.0,48
grafo6268.57,21,28,21.0,15
grafo2789.23,1,1,1.0,0
grafo3579.52,21,22,19.0,18
grafo4875.78,134,126,130.0,107
grafo3847.35,1,0,0.0,1
grafo2539.32,5,8,6.0,4
grafo6699.46,44,38,43.0,39
grafo4274.75,49,43,65.0,37
grafo10892.37,10,9,9.0,10
grafo3717.51,35,32,29.0,27
grafo1333.29,1,1,2.0,1
grafo11262.41,5,7,5.0,5
grafo6746.38,9,9,10.0,8
grafo10231.32,0,1,0.0,0
grafo1921.27,0,0,0.0,0
grafo10357.94,80,70,76.0,70
grafo728.28,0,0,0.0,0
grafo10030.38,14,12,14.0,11
grafo2408.18,4,3,3.0,2
grafo6294.39,38,33,34.0,25
grafo2210.28,0,0,0.0,0
grafo3436.57,30,38,28.0,23
grafo9161.75,120,123,111.0,93
grafo5472.43,21,14,24.0,18
grafo5046.80,55,64,66.0,49
grafo2330.24,2,2,4.0,2
grafo2294.16,0,0,0.0,0
grafo2117.18,0,0,0.0,0
grafo297.15,1,1,1.0,1
grafo10068.31,1,2,2.0,1
grafo3704.52,22,19,20.0,19
grafo9871.38,30,27,32.0,29
grafo5017.63,44,45,45.0,27
grafo10328.92,17,9,20.0,15
grafo2572.28,0,1,1.0,0
grafo1859.32,2,1,2.0,1
grafo10516.94,133,160,130.0,102
grafo5834.31,4,7,6.0,3
grafo1852.19,1,2,3.0,1
grafo714.13,1,1,1.0,1
grafo1792.16,1,0,1.0,0
grafo5751.60,40,24,35.0,31
grafo10624.91,175,162,164.0,155
grafo10363.98,40,41,41.0,35
grafo3021.25,1,3,1.0,1
grafo9264.70,28,29,31.0,27
grafo3800.42,10,7,7.0,8
