graph_id,neato_xing,sfdp_xing,smartgd_xing,diff_gd_xing
grafo1850.22,2,5,2.0,2
grafo1612.29,1,1,1.0,1
grafo11332.34,0,0,0.0,0
grafo4517.80,54,50,59.0,45
grafo7285.40,20,23,25.0,16
grafo9181.67,68,59,52.0,53
grafo7744.42,8,5,3.0,5
grafo6267.38,0,0,0.0,0
grafo10056.31,1,1,5.0,1
grafo4665.76,69,73,75.0,54
grafo1694.32,4,11,7.0,3
grafo8343.75,84,78,80.0,60
grafo7618.54,53,40,48.0,39
grafo5484.31,2,1,3.0,2
grafo1365.66,34,26,26.0,27
grafo3933.43,19,17,19.0,17
grafo11609.37,7,9,8.0,6
grafo389.19,6,3,3.0,6
grafo5695.34,5,5,6.0,4
grafo10117.98,79,65,77.0,58
grafo5758.60,58,74,55.0,50
grafo10305.100,88,94,92.0,78
grafo5875.37,6,8,8.0,5
grafo5038.55,27,18,25.0,21
grafo8367.76,47,31,40.0,35
grafo6950.49,15,18,16.0,13
grafo2768.18,1,1,1.0,1
grafo4035.40,14,22,18.0,10
grafo4026.43,9,9,10.0,7
grafo8804.87,86,91,96.0,67
grafo5595.42,12,9,11.0,8
grafo11061.94,51,54,49.0,39
grafo9557.79,110,122,118.0,91
grafo8607.60,46,58,45.0,35
grafo9218.80,50,51,51.0,42
grafo2277.18,0,0,1.0,0
grafo3803.40,18,19,20.0,14
grafo11544.34,0,0,0.0,0
grafo9910.32,4,4,4.0,4
grafo9675.63,54,55,55.0,41
grafo2721.27,0,0,0.0,0
grafo5686.37,12,9,12.0,9
grafo6140.41,10,9,9.0,8
grafo2852.16,0,0,0.0,0
grafo10130.97,159,138,152.0,119
grafo4450.70,27,27,28.0,22
grafo8526.76,61,63,54.0,49
grafo1602.26,1,2,0.0,1
grafo8134.83,80,87,79.0,67
grafo7896.67,50,45,56.0,44
grafo370.14,3,2,2.0,1
grafo9868.37,14,12,19.0,9
grafo2578.34,0,0,0.0,0
grafo4370.80,52,47,52.0,47
grafo9837.78,101,90,90.0,85
grafo4465.55,56,62,56.0,45
grafo11641.31,1,1,1.0,1
grafo1793.21,2,4,2.0,1
grafo7284.69,21,34,26.0,17
grafo2348.37,11,10,12.0,8
grafo8814.88,114,99,100.0,92
grafo10202.92,152,83,93.0,118
grafo8110.80,55,60,59.0,47
grafo11125.100,99,127,102.0,77
grafo8340.69,8,7,10.0,7
grafo8092.84,82,65,74.0,61
grafo7357.37,25,27,21.0,21
grafo4408.69,50,51,54.0,40
grafo10968.99,58,42,48.0,40
grafo11512.38,7,5,6.0,6
grafo11055.98,59,49,53.0,47
grafo11299.93,87,89,78.0,61
grafo9681.67,31,30,32.0,26
grafo708.22,4,5,4.0,4
grafo11175.94,21,12,25.0,14
grafo4039.60,86,111,87.0,66
grafo6629.37,7,8,9.0,6
grafo5653.43,1,4,1.0,1
grafo719.14,0,0,0.0,0
grafo2235.41,27,26,27.0,19
grafo2788.49,3,7,3.0,3
grafo9851.32,1,1,1.0,1
grafo10625.100,55,46,40.0,46
grafo5640.50,5,3,5.0,4
grafo7407.54,8,16,8.0,8
grafo934.16,1,2,1.0,1
grafo3559.48,37,27,29.0,29
grafo1903.18,1,1,1.0,0
grafo3942.40,16,10,9.0,14
grafo2096.43,13,20,14.0,10
grafo2552.22,1,1,1.0,1
grafo5127.33,3,3,3.0,1
grafo1446.23,0,0,0.0,0
grafo11249.94,68,72,70.0,50
grafo11678.34,1,1,1.0,0
grafo7531.38,4,3,6.0,4
grafo958.13,0,0,0.0,0
grafo7272.48,5,3,1.0,2
grafo454.17,0,0,0.0,0
grafo5336.36,11,11,12.0,8
grafo1348.26,0,0,0.0,0
grafo7521.37,22,28,24.0,17
grafo10098.95,108,115,112.0,83
grafo4167.53,22,23,18.0,15
grafo6122.41,6,6,6.0,4
grafo9415.65,31,37,31.0,20
grafo6676.68,21,13,21.0,16
grafo2112.28,7,5,7.0,6
grafo11607.32,6,6,2.0,5
grafo7262.57,51,27,52.0,34
grafo5567.39,12,16,10.0,11
grafo2196.16,1,1,0.0,1
grafo2021.27,2,2,0.0,0
grafo10490.99,104,91,88.0,82
grafo4407.55,13,10,10.0,13
grafo11010.97,71,76,71.0,53
grafo7243.37,7,9,11.0,6
grafo11453.91,120,94,101.0,92
grafo924.19,1,3,1.0,1
grafo8235.75,28,24,27.0,23
grafo766.12,0,0,0.0,0
grafo3340.41,13,16,13.0,12
grafo1820.18,7,4,5.0,6
grafo11364.38,12,16,18.0,8
grafo447.14,0,0,0.0,0
grafo195.15,7,11,7.0,5
grafo2462.31,11,12,10.0,6
grafo8896.60,29,21,28.0,24
grafo2934.19,0,2,0.0,0
grafo6392.40,19,19,23.0,17
grafo2293.13,0,0,0.0,0
grafo301.17,0,0,0.0,0
grafo8876.88,122,134,126.0,97
grafo2460.14,0,0,0.0,0
grafo1281.28,3,0,0.0,3
grafo6452.58,27,38,33.0,22
grafo7009.37,4,8,9.0,4
grafo4691.62,30,38,34.0,26
grafo2509.37,5,9,8.0,4
grafo10133.32,3,2,2.0,2
grafo1223.30,7,7,2.0,4
grafo7584.69,12,14,15.0,10
grafo9308.63,64,59,53.0,52
grafo3364.52,52,49,50.0,44
grafo4341.56,19,19,24.0,16
grafo6906.45,42,36,31.0,33
grafo7309.41,21,21,23.0,19
grafo3584.56,68,69,69.0,57
grafo2002.62,18,13,9.0,15
grafo8393.72,33,40,32.0,29
grafo5012.53,15,11,14.0,8
grafo184.41,2,2,1.0,1
grafo2755.25,2,3,2.0,2
grafo4052.41,27,28,30.0,20
grafo6097.37,2,1,3.0,1
grafo4128.61,46,37,53.0,34
grafo11523.35,8,8,8.0,8
grafo6476.39,13,15,13.0,11
grafo3388.41,14,15,14.0,12
grafo2802.17,0,0,0.0,0
grafo10928.100,104,93,96.0,82
grafo7487.42,12,10,12.0,10
grafo5562.38,11,4,4.0,7
grafo8841.88,71,59,67.0,50
grafo2441.16,1,1,1.0,1
grafo10219.99,62,56,63.0,50
grafo3568.55,68,70,67.0,57
grafo6227.36,12,14,14.0,11
grafo990.13,0,0,0.0,0
grafo10507.93,91,78,82.0,72
grafo11623.43,10,11,7.0,7
grafo6881.40,17,16,16.0,14
grafo10339.95,167,162,150.0,132
grafo5439.78,64,47,73.0,52
grafo10708.35,8,8,9.0,8
grafo2835.17,2,1,2.0,2
grafo4580.50,18,16,18.0,13
grafo10566.36,16,12,8.0,8
grafo1114.24,2,18,3.0,1
grafo3592.44,18,14,17.0,14
grafo4705.64,9,5,6.0,8
grafo7417.39,98,80,94.0,81
grafo4825.83,62,58,56.0,50
grafo1249.28,2,3,3.0,2
grafo475.15,3,3,4.0,3
grafo5031.64,95,71,80.0,68
grafo8869.60,23,28,25.0,18
grafo10581.98,73,57,67.0,58
grafo9887.91,93,82,90.0,71
grafo9674.81,80,86,87.0,68
grafo4435.54,16,12,10.0,12
grafo5186.55,58,55,60.0,43
grafo10550.100,58,55,61.0,45
grafo4721.77,28,20,33.0,25
grafo4732.74,40,32,31.0,31
grafo5022.67,97,113,101.0,83
grafo6553.46,46,26,29.0,31
grafo1284.29,8,8,4.0,6
grafo3623.39,9,4,5.0,5
grafo1812.19,1,2,1.0,1
grafo9694.79,69,67,70.0,57
grafo11346.36,16,16,20.0,14
grafo5556.34,5,5,4.0,5
grafo1746.27,6,5,8.0,6
grafo2894.13,2,2,1.0,0
grafo2003.29,1,1,1.0,1
grafo11233.93,91,86,86.0,73
grafo2825.18,0,0,0.0,0
grafo9504.64,50,46,54.0,42
grafo556.15,0,0,0.0,0
grafo1337.42,9,4,6.0,5
grafo6001.33,2,2,3.0,2
grafo5645.41,11,13,12.0,8
grafo5314.38,3,3,4.0,3
grafo476.19,0,0,0.0,0
grafo8838.83,73,64,65.0,59
grafo6301.55,16,18,14.0,12
grafo8038.94,60,53,60.0,47
grafo2728.16,1,1,1.0,1
grafo10160.96,162,146,152.0,139
grafo6812.37,11,7,8.0,11
grafo5868.43,5,8,11.0,3
grafo8736.91,43,41,44.0,32
grafo922.14,1,2,1.0,1
grafo1744.12,1,1,1.0,1
grafo11362.35,5,4,6.0,4
grafo6279.40,15,16,13.0,12
grafo10582.94,94,68,81.0,57
grafo6585.97,86,92,91.0,65
grafo5892.42,18,15,15.0,15
grafo11371.36,3,2,2.0,1
grafo9227.88,81,121,83.0,70
grafo10721.96,61,51,61.0,42
grafo3027.26,2,2,3.0,2
grafo7428.43,3,6,3.0,3
grafo10413.93,115,118,118.0,88
grafo2587.24,1,2,1.0,1
grafo4635.67,8,6,7.0,5
grafo3275.43,23,16,22.0,14
grafo4818.65,36,30,32.0,29
grafo4157.67,32,21,29.0,20
grafo1679.18,2,4,3.0,2
grafo8342.97,109,94,101.0,75
grafo9530.68,86,92,80.0,63
grafo10424.93,54,57,57.0,46
grafo3848.38,9,10,11.0,7
grafo2352.15,0,1,0.0,0
grafo5842.45,5,3,6.0,5
grafo2846.21,4,7,5.0,4
grafo5386.66,59,63,60.0,41
grafo3197.41,12,18,10.0,7
grafo5943.39,8,7,6.0,6
grafo9927.40,12,10,14.0,10
grafo9993.91,103,98,101.0,78
grafo11197.92,70,79,61.0,57
grafo5851.56,27,24,23.0,23
grafo9233.64,14,22,19.0,11
grafo1787.16,0,0,0.0,0
grafo9849.35,1,1,1.0,1
grafo6341.39,17,11,14.0,13
grafo4194.63,28,23,37.0,20
grafo366.16,0,0,0.0,0
grafo736.13,0,0,0.0,0
grafo11665.40,12,8,8.0,9
grafo4222.48,1,7,11.0,1
grafo9150.82,64,56,60.0,45
grafo7646.50,12,8,13.0,10
grafo3869.58,10,12,14.0,8
grafo2118.15,0,0,0.0,0
grafo2376.16,0,1,1.0,0
grafo229.13,0,0,0.0,0
grafo9220.67,102,88,86.0,80
grafo4395.79,148,150,136.0,125
grafo8330.88,117,112,113.0,94
grafo2700.25,1,3,1.0,1
grafo908.12,1,1,1.0,0
grafo7153.85,99,88,85.0,71
grafo5938.75,115,137,123.0,99
grafo5974.39,14,20,14.0,10
grafo5066.51,20,18,24.0,13
grafo7091.44,10,13,11.0,10
grafo9174.81,40,49,36.0,33
grafo3762.39,15,23,23.0,14
grafo9524.84,78,61,63.0,59
grafo9358.62,26,24,28.0,19
grafo7935.71,22,20,22.0,20
grafo3740.55,28,41,31.0,22
grafo8419.82,50,48,56.0,35
grafo2847.18,0,0,0.0,0
grafo10514.39,13,9,11.0,11
grafo9647.72,30,26,31.0,25
grafo6781.47,23,22,23.0,21
grafo534.15,0,0,0.0,0
grafo11251.93,146,158,152.0,128
grafo4934.59,21,11,15.0,19
grafo1060.11,0,0,0.0,0
grafo942.31,0,0,0.0,0
grafo9488.65,12,12,21.0,10
grafo5977.35,7,6,5.0,5
grafo6521.59,56,51,55.0,43
grafo10880.95,57,54,45.0,45
grafo5357.48,26,25,23.0,23
grafo8025.82,50,47,57.0,39
grafo5277.44,23,20,21.0,17
grafo11455.35,0,0,1.0,0
grafo5288.36,2,4,1.0,1
grafo2537.16,1,0,0.0,0
grafo7460.45,19,27,20.0,13
grafo1797.19,6,2,6.0,3
grafo9527.88,67,66,86.0,52
grafo6401.45,37,40,39.0,28
grafo1421.32,9,10,9.0,7
grafo1437.52,10,5,10.0,7
grafo4541.61,22,27,24.0,19
grafo1735.11,0,0,0.0,0
grafo6129.45,11,9,10.0,9
grafo3379.36,8,5,6.0,5
grafo2839.37,10,10,10.0,9
grafo423.19,0,2,0.0,0
grafo9149.67,59,68,63.0,50
grafo8799.90,33,46,31.0,27
grafo6347.46,25,23,25.0,18
grafo10743.96,47,49,53.0,36
grafo8754.91,21,25,27.0,14
grafo6847.37,8,6,8.0,6
grafo2901.13,0,1,0.0,0
grafo4576.71,32,30,40.0,29
grafo9031.62,15,17,18.0,10
grafo11482.39,14,14,7.0,14
grafo9874.37,3,1,2.0,2
grafo7626.38,1,0,0.0,1
grafo6875.54,15,20,15.0,13
grafo10794.100,88,64,80.0,60
grafo9310.74,55,61,53.0,48
grafo8932.89,77,65,85.0,62
grafo10125.99,25,28,22.0,18
grafo9702.81,80,65,65.0,63
grafo7068.49,38,29,36.0,25
grafo893.17,1,0,3.0,0
grafo7119.42,2,3,2.0,2
grafo2397.33,5,15,5.0,3
grafo3695.39,5,4,5.0,3
grafo3616.51,55,47,53.0,39
grafo2647.17,0,0,0.0,0
grafo1619.60,20,20,23.0,18
grafo9341.73,53,53,50.0,46
grafo4534.81,29,42,30.0,24
grafo10987.96,88,78,83.0,71
grafo11586.36,3,4,4.0,3
grafo6259.44,38,45,33.0,32
grafo9711.66,36,45,46.0,32
grafo1753.16,5,6,3.0,3
grafo10404.97,75,75,83.0,62
grafo4175.56,31,26,27.0,24
grafo4439.80,48,25,30.0,40
grafo5885.46,15,17,11.0,12
grafo4348.83,128,110,119.0,97
grafo5836.78,22,31,24.0,18
grafo9735.75,34,34,50.0,31
grafo9669.63,26,20,15.0,23
grafo11285.93,90,65,64.0,62
grafo3950.55,31,35,31.0,26
grafo207.12,1,1,1.0,1
grafo396.15,0,0,0.0,0
grafo7974.69,69,90,105.0,58
grafo1660.19,1,1,1.0,1
grafo644.14,0,0,0.0,0
grafo1629.26,2,3,2.0,2
grafo1031.16,1,0,0.0,1
grafo11319.34,3,3,3.0,3
grafo1577.26,3,5,3.0,2
grafo6383.49,58,47,57.0,45
grafo8694.81,121,130,127.0,99
grafo10433.97,96,106,84.0,73
grafo4046.49,29,30,31.0,22
grafo5746.45,8,7,8.0,7
grafo1912.11,4,3,1.0,0
grafo10979.39,6,9,6.0,5
grafo9044.76,35,49,33.0,29
grafo9548.65,11,24,16.0,8
grafo7936.89,138,107,121.0,105
grafo774.17,0,1,0.0,0
grafo1670.16,2,1,0.0,0
grafo10747.38,4,10,5.0,3
grafo10059.32,4,3,3.0,4
grafo805.13,7,5,7.0,6
grafo4272.76,30,33,32.0,23
grafo6877.85,90,77,83.0,67
grafo5467.43,73,63,71.0,63
grafo9468.79,75,81,76.0,61
grafo1112.16,2,1,4.0,1
grafo8588.71,34,41,36.0,27
grafo5291.37,3,3,5.0,2
grafo10351.97,111,127,108.0,88
grafo9794.61,64,64,69.0,44
grafo3239.42,2,1,4.0,2
grafo1231.35,11,9,6.0,8
grafo5180.77,35,47,39.0,32
grafo7142.47,3,5,3.0,3
grafo6652.54,28,22,30.0,20
grafo9925.91,90,91,83.0,62
grafo9586.78,58,46,53.0,42
grafo6999.94,48,48,48.0,37
grafo2205.38,19,16,15.0,16
grafo11622.37,7,9,6.0,7
grafo2195.35,12,8,9.0,9
grafo2281.16,1,2,1.0,1
grafo1136.15,0,0,0.0,0
grafo4558.70,38,30,25.0,31
grafo8018.80,44,40,45.0,38
grafo4404.66,20,22,20.0,18
grafo1452.49,24,28,25.0,22
grafo3995.97,172,160,183.0,138
grafo11451.32,1,2,0.0,1
grafo5191.41,20,19,24.0,18
grafo7046.48,2,2,1.0,1
grafo6520.84,48,43,57.0,43
grafo252.12,0,0,0.0,0
grafo1842.27,6,8,6.0,4
grafo11116.92,49,41,49.0,40
grafo1250.29,1,2,1.0,1
grafo4417.65,60,47,63.0,45
grafo1697.11,2,4,2.0,2
grafo10414.98,110,90,99.0,78
grafo11546.97,97,106,101.0,80
grafo5511.43,38,33,42.0,30
grafo5169.75,43,27,45.0,35
grafo5941.41,4,8,5.0,2
grafo5854.78,83,77,92.0,71
grafo2389.39,12,14,9.0,6
grafo9441.73,56,71,49.0,41
grafo8832.91,45,36,46.0,34
grafo3825.49,29,20,24.0,22
grafo4884.63,33,29,31.0,27
grafo10179.97,153,127,142.0,128
grafo6495.39,21,22,23.0,16
grafo2972.25,0,1,0.0,0
grafo10997.100,45,51,56.0,32
grafo1929.21,0,0,0.0,0
grafo485.16,1,1,2.0,1
grafo9122.79,84,83,78.0,67
grafo706.18,2,3,2.0,1
grafo10555.98,107,64,76.0,94
grafo6050.34,2,4,3.0,2
grafo2147.17,2,2,1.0,2
grafo9011.66,56,47,44.0,43
grafo1731.16,1,1,1.0,1
grafo2486.15,0,0,0.0,0
grafo4626.80,27,28,33.0,19
grafo2495.16,2,2,2.0,1
grafo1267.29,2,1,1.0,1
grafo8750.86,80,60,67.0,60
grafo9840.82,62,58,63.0,45
grafo10598.99,66,82,58.0,52
grafo1347.25,2,2,1.0,1
grafo2154.14,2,4,0.0,2
grafo4005.39,16,10,16.0,12
grafo496.15,2,4,1.0,0
grafo2961.26,4,1,1.0,2
grafo1558.53,10,5,9.0,7
grafo8767.86,74,81,71.0,60
grafo10763.92,102,98,104.0,82
grafo1988.25,1,0,0.0,1
grafo3213.44,13,13,15.0,10
grafo6053.38,12,9,13.0,9
grafo1768.26,1,1,0.0,1
grafo4117.56,23,23,23.0,17
grafo8016.85,51,63,48.0,34
grafo6669.64,37,29,35.0,28
grafo9864.91,122,125,112.0,103
grafo9434.83,90,115,78.0,74
grafo7212.42,13,11,10.0,9
grafo4027.45,8,5,9.0,3
grafo4203.75,65,93,58.0,59
grafo6334.84,40,29,32.0,30
grafo1819.22,18,13,15.0,13
grafo5055.56,51,33,37.0,36
grafo768.28,2,2,3.0,2
grafo11122.37,7,9,11.0,6
grafo9635.99,81,72,75.0,65
grafo1270.60,9,5,12.0,7
grafo9598.62,20,18,29.0,18
grafo582.15,0,2,0.0,0
grafo4770.60,20,10,16.0,18
grafo8164.76,42,38,38.0,33
grafo3148.37,10,14,8.0,5
grafo10621.37,11,3,7.0,6
grafo721.17,1,1,1.0,0
grafo5909.47,24,15,28.0,17
grafo2208.21,1,1,2.0,1
grafo2399.26,3,4,2.0,2
grafo8689.87,116,108,113.0,98
grafo9121.65,40,32,38.0,32
grafo10441.98,114,121,114.0,93
grafo6976.40,16,24,15.0,13
grafo7599.40,34,29,28.0,24
grafo9382.67,23,20,22.0,20
grafo10183.100,72,70,75.0,48
grafo6469.47,46,50,44.0,32
grafo3545.58,56,56,60.0,42
grafo7095.53,14,18,14.0,12
grafo3906.49,10,6,8.0,8
grafo2480.18,1,1,0.0,0
grafo9763.69,59,52,59.0,50
grafo10115.92,44,56,37.0,35
grafo6597.49,26,27,24.0,17
grafo8622.75,34,32,36.0,23
grafo691.12,0,0,0.0,0
grafo1402.48,5,6,8.0,5
grafo4466.66,92,87,95.0,73
grafo11255.94,65,52,56.0,40
grafo4804.65,24,29,27.0,21
grafo5648.77,34,26,34.0,24
grafo4916.78,108,135,107.0,79
grafo10042.39,12,14,17.0,8
grafo10419.91,113,113,121.0,89
grafo4022.44,28,21,21.0,20
grafo3482.98,99,81,87.0,83
grafo11149.100,116,139,102.0,92
grafo7708.43,18,17,21.0,15
grafo11487.91,84,63,81.0,59
grafo1153.21,1,0,0.0,1
grafo6056.39,8,9,7.0,8
grafo8123.87,122,131,113.0,90
grafo3269.43,5,6,7.0,5
grafo8161.67,43,40,39.0,33
grafo8923.90,121,106,110.0,95
grafo2255.39,2,1,3.0,2
grafo3776.53,38,37,42.0,33
grafo8253.72,62,68,61.0,50
grafo2686.44,11,7,13.0,6
grafo3915.38,4,3,5.0,4
grafo1531.47,0,0,0.0,0
grafo1288.26,2,2,1.0,2
grafo7136.55,19,19,20.0,18
grafo11645.36,13,10,13.0,9
grafo8573.92,39,38,48.0,29
grafo6818.57,22,30,24.0,15
grafo3011.30,14,5,6.0,12
grafo7654.45,15,25,18.0,13
grafo10394.100,58,38,62.0,48
grafo3712.95,159,182,154.0,129
grafo2549.16,1,1,2.0,1
grafo5687.43,11,17,14.0,10
grafo1964.36,12,17,14.0,10
grafo7663.45,32,43,34.0,26
grafo6973.41,28,32,24.0,21
grafo9113.74,42,32,33.0,26
grafo5737.34,1,1,1.0,1
grafo2919.14,0,1,0.0,0
grafo4820.66,93,85,94.0,74
grafo9829.86,72,54,64.0,57
grafo8515.61,5,4,6.0,4
grafo3921.34,16,18,13.0,13
grafo5841.76,52,62,51.0,42
grafo7641.39,42,41,34.0,33
grafo9124.64,50,37,43.0,41
grafo9387.66,24,24,23.0,19
grafo2829.17,0,0,0.0,0
grafo6494.62,29,41,34.0,28
grafo8399.70,49,37,53.0,41
grafo11428.39,12,6,10.0,11
grafo4913.79,72,82,79.0,64
grafo10910.94,38,23,30.0,20
grafo9639.72,13,8,13.0,8
grafo6071.36,5,5,4.0,4
grafo1152.18,4,3,2.0,2
grafo9254.81,41,45,44.0,38
grafo1072.14,3,1,0.0,0
grafo1847.26,0,0,0.0,0
grafo5839.36,3,3,3.0,1
grafo10092.97,92,113,95.0,71
grafo10082.98,59,60,64.0,54
grafo7015.45,5,8,8.0,4
grafo7660.59,20,20,25.0,18
grafo9584.86,89,81,98.0,69
grafo4699.55,45,51,44.0,33
grafo9007.64,98,90,104.0,74
grafo7102.49,13,15,26.0,9
grafo4892.61,24,24,30.0,16
grafo5626.57,23,21,24.0,15
grafo7334.43,25,23,24.0,14
grafo6874.42,32,35,21.0,22
grafo537.26,2,1,2.0,1
grafo5703.38,1,1,1.0,1
grafo4176.81,54,53,49.0,42
grafo10283.92,129,112,122.0,103
grafo11463.33,3,3,2.0,3
grafo3546.36,14,14,15.0,10
grafo4291.59,27,21,22.0,22
grafo5412.78,62,43,45.0,50
grafo478.33,3,1,2.0,2
grafo1056.17,3,1,0.0,3
grafo2142.16,0,0,0.0,0
grafo5241.42,16,15,16.0,12
grafo3010.19,3,4,3.0,3
grafo2627.40,9,13,9.0,9
grafo703.19,9,6,5.0,4
grafo5493.35,20,19,21.0,16
grafo800.12,0,0,0.0,0
grafo443.13,2,1,0.0,2
grafo5991.34,8,4,4.0,5
grafo227.39,9,5,10.0,8
grafo3817.58,60,51,58.0,49
grafo2810.12,0,0,0.0,0
grafo7456.43,58,46,52.0,44
grafo4090.43,20,19,34.0,18
grafo9692.80,75,67,73.0,58
grafo2025.30,12,15,14.0,9
grafo4607.82,90,45,74.0,68
grafo1895.14,0,1,0.0,0
grafo10369.100,143,129,126.0,125
grafo6207.40,11,12,12.0,9
grafo7504.50,33,37,36.0,24
grafo5890.48,31,18,25.0,21
grafo10924.98,60,56,61.0,50
grafo169.26,15,11,15.0,14
grafo5564.68,33,66,33.0,31
grafo5032.57,17,14,12.0,11
grafo8710.98,39,35,42.0,33
grafo10428.35,4,3,6.0,4
grafo2012.30,17,18,22.0,15
grafo9162.67,33,36,26.0,26
grafo9861.39,8,13,10.0,7
grafo2306.13,0,0,0.0,0
grafo3261.39,2,3,2.0,2
grafo5014.61,78,73,68.0,57
grafo1106.21,24,23,22.0,21
grafo7251.40,1,1,1.0,1
grafo3690.38,20,16,16.0,14
grafo5187.43,25,25,30.0,20
grafo235.13,0,0,0.0,0
grafo9212.82,99,109,106.0,76
grafo11579.36,4,5,6.0,3
grafo1825.26,2,2,2.0,1
grafo8941.90,32,21,25.0,26
grafo3723.53,34,27,31.0,28
grafo2895.15,2,1,1.0,1
grafo7533.50,7,13,14.0,6
grafo8318.84,54,61,56.0,47
grafo7930.84,64,71,63.0,53
grafo5136.58,43,40,43.0,25
grafo121.20,5,3,2.0,5
grafo5284.39,14,14,15.0,12
grafo4098.39,3,3,2.0,3
grafo9009.71,15,16,19.0,13
grafo4363.77,57,42,54.0,31
grafo11399.32,4,4,4.0,3
grafo10185.32,7,8,9.0,7
grafo7403.43,16,19,17.0,14
grafo183.28,2,6,3.0,2
grafo5235.32,3,4,5.0,2
grafo1652.18,0,0,0.0,0
grafo3171.40,24,26,23.0,18
grafo11091.97,106,94,89.0,90
grafo4329.54,14,16,14.0,9
grafo418.16,0,0,0.0,0
grafo9076.77,52,50,53.0,43
grafo896.16,6,7,5.0,6
grafo7731.56,13,18,12.0,10
grafo1304.27,0,0,1.0,0
grafo9145.68,33,24,27.0,24
grafo1827.13,1,0,0.0,0
grafo1598.29,3,2,1.0,2
grafo5565.41,19,14,19.0,13
grafo5380.36,14,14,13.0,11
grafo3267.46,5,7,7.0,3
grafo8336.71,44,41,46.0,36
grafo5869.45,22,19,15.0,17
grafo3600.43,33,34,29.0,23
grafo9745.84,88,87,86.0,75
grafo6024.36,6,10,6.0,5
grafo11583.37,5,4,7.0,4
grafo11401.33,4,5,5.0,4
grafo9855.35,3,1,3.0,3
grafo5761.38,7,10,7.0,6
grafo7946.78,61,55,64.0,53
grafo10280.37,9,12,7.0,8
grafo4634.61,65,70,86.0,50
grafo1833.46,17,20,19.0,16
grafo8020.77,69,74,73.0,52
grafo9841.70,72,69,53.0,56
grafo202.13,0,0,0.0,0
grafo11007.93,66,80,65.0,55
grafo4591.59,47,40,45.0,39
grafo2186.18,2,4,4.0,2
grafo10532.99,107,98,104.0,76
grafo2574.15,1,2,1.0,1
grafo2709.15,1,0,0.0,1
grafo3263.40,8,9,5.0,5
grafo3375.39,29,22,35.0,26
grafo6994.46,24,22,32.0,19
grafo6232.39,9,19,10.0,7
grafo7253.39,11,15,12.0,9
grafo6763.40,26,26,29.0,18
grafo2924.17,0,0,0.0,0
grafo8037.62,29,28,25.0,20
grafo2216.15,2,1,1.0,2
grafo4141.64,20,19,19.0,16
grafo10875.97,47,48,55.0,37
grafo1959.25,5,2,3.0,4
grafo7073.43,5,3,1.0,1
grafo2869.37,2,5,1.0,2
grafo4703.78,69,61,79.0,55
grafo540.16,1,0,0.0,1
grafo4967.55,10,10,10.0,9
grafo3151.45,13,22,18.0,13
grafo903.17,1,1,1.0,1
grafo7909.74,53,31,47.0,36
grafo7499.92,64,51,50.0,56
grafo925.21,5,4,3.0,4
grafo5532.81,24,17,23.0,17
grafo7365.45,6,7,3.0,6
grafo11192.92,38,41,37.0,27
grafo10981.33,4,5,5.0,2
grafo9807.86,45,38,46.0,34
grafo1180.66,28,25,27.0,23
grafo6179.45,8,9,6.0,4
grafo6754.50,10,8,10.0,7
grafo7264.39,11,17,15.0,11
grafo6213.59,67,81,70.0,58
grafo3786.41,7,5,9.0,5
grafo654.25,0,0,0.0,0
grafo7245.49,14,22,18.0,12
grafo6286.41,10,10,6.0,6
grafo7057.50,46,58,39.0,35
grafo3254.40,10,11,15.0,10
grafo9260.68,51,48,51.0,38
grafo2900.14,0,0,0.0,0
grafo4244.61,46,39,48.0,35
grafo7669.56,21,20,23.0,15
grafo5301.37,3,3,4.0,3
grafo11511.35,0,1,0.0,0
grafo2774.26,0,0,1.0,0
grafo7118.45,32,41,30.0,27
grafo1880.24,1,2,1.0,1
grafo6115.40,3,3,5.0,3
grafo10175.99,142,170,132.0,109
grafo11034.95,132,121,132.0,99
grafo10587.94,48,67,54.0,40
grafo6807.38,17,9,9.0,12
grafo1924.16,0,0,0.0,0
grafo5330.48,43,39,45.0,35
grafo11260.36,5,2,3.0,4
grafo5470.34,1,2,1.0,0
grafo8443.74,43,42,54.0,37
grafo2316.40,20,28,32.0,18
grafo2395.28,9,11,9.0,7
grafo10861.100,126,98,101.0,98
grafo3238.55,16,15,17.0,9
grafo10228.95,113,110,116.0,80
grafo2326.16,2,4,3.0,1
grafo10549.99,140,132,124.0,108
grafo10729.36,11,12,11.0,6
grafo1317.68,20,20,15.0,17
grafo6084.57,28,25,32.0,19
grafo6971.81,48,52,46.0,37
grafo8211.77,41,56,36.0,37
grafo4964.49,14,11,14.0,10
grafo11117.95,104,90,91.0,86
grafo4044.52,23,17,26.0,17
grafo9691.79,171,146,167.0,128
grafo10976.92,158,136,156.0,120
grafo10165.96,85,77,80.0,69
grafo753.26,1,2,1.0,1
grafo11037.99,149,129,151.0,122
grafo3692.41,31,36,32.0,29
grafo5317.57,35,28,31.0,27
grafo6381.42,7,7,9.0,6
grafo6473.39,14,9,12.0,11
grafo163.25,11,13,17.0,9
grafo8369.72,2,1,25.0,2
grafo1687.30,1,2,2.0,1
grafo3663.36,4,4,5.0,3
grafo10152.96,64,51,66.0,53
grafo8418.61,25,18,20.0,16
grafo251.20,4,3,2.0,1
grafo8416.64,22,24,23.0,16
grafo10525.100,30,35,38.0,26
